title,developer,url,group,monthlyUsers,totalUsers,rating,reviews,description
Estate Sale Scraper with Full Photo Galleries (EstateSales.net),Scrapelab Max,https://apify.com/scrapelabmax/estate-sale-scraper?fpr=youssef,other-ecommerce,1,10,5,1,"Scrape estate, garage, and yard sales from EstateSales.net - with every listing's FULL photo gallery (images[]), not just one thumbnail. Nationwide, per-state, or per-ZIP. Plain-HTTP Cheerio crawling keeps cost ~10x below browser-based scrapers"
Coches Cars Search Scraper,Stealth mode,https://apify.com/stealth_mode/coches-cars-search-scraper?fpr=youssef,other-ecommerce,1,10,,0,"Scrape car listings from Coches.net search results in bulk. Collect prices, specs, seller info, photos, financing details, and 40+ fields per vehicle - perfect for dealers, analysts, and automotive platforms"
"Whatnot Search Scraper - Listings, Streams & Seller Data",Epic Scrapers,https://apify.com/epicscrapers/whatnot-search-scraper?fpr=youssef,price-comparison,1,10,,0,"Extract Whatnot search results by keyword or URL. Get listings, live streams, products, seller profiles, and categories with prices, bids, and viewer counts. Run one query or many, across all verticals. Results come as clean JSON for market research, price monitoring, or competitor analysis etc"
Fnac Product Search Scraper,PowerAI,https://apify.com/powerai/fnac-products-search-scraper?fpr=youssef,global-marketplaces,1,10,1,1,"Scrape product listings from Fnac.com by providing a search URL, with automatic pagination and comprehensive product information extraction"
Trustpilot Reviews Scraper,Data Xplorer,https://apify.com/data_xplorer/trustpilot-reviews-scraper?fpr=youssef,reviews,1,10,5,1,"Scrape Trustpilot reviews at scale. Extract review text, ratings, verified badges, sentiment & company replies, plus full company data (contact email, phone, address, rankings). Filter by star, language (60+) & date. Multi-company, auto-pagination, no code"
ShopWSS.com Scraper,epctex,https://apify.com/epctex/shopwss-scraper?fpr=youssef,other-ecommerce,1,9,5,7,"Scrape ShopWSS.com to crawl shoes, clothing, and accessories. Fetch their details including title, description, images, variants, and many more"
Éxito Scraper Ultra,Knowten,https://apify.com/knowten/exito-scraper?fpr=youssef,other-ecommerce,1,9,5,5,"Obtén información de productos, precios y ofertas en exito.com Colombia. Diseñado con arquitectura de alta velocidad. Permite filtrar por marcas, categorías o usar el Modo Descubrimiento para identificar filtros dinámicos. Listo para exportar en JSON y Excel"
Coupang Category Products Scraper,ВAH,https://apify.com/delicious_zebu/coupang-category-products-scraper?fpr=youssef,global-marketplaces,1,9,,0,"Scrape every product from any Coupang category page by URL or category ID, with sorting, rating, price and delivery filters"
Woot By Amazon Scraper,SASWAVE,https://apify.com/saswave/woot-by-amazon-scraper?fpr=youssef,amazon,1,9,,0,"Track Daily Deals, Clearance Sales & Limited-Time Offers. Extract live deals, featured product, and clearance sales directly from Woot.com, Amazon’s flash-deal marketplace. It provide pricing, discounts, availability, ASINs. Deal monitoring, price intelligence, arbitrage workflow"
Thomann Product Search Scraper,PowerAI,https://apify.com/powerai/thomann-products-search-scraper?fpr=youssef,other-ecommerce,1,9,,0,"Scrape products from Thomann.de by providing a search URL, with automatic pagination and comprehensive product information extraction"
Scraper by Image - Amazon & Ebay,devcake,https://apify.com/devcake/amazon-ebay-scraper?fpr=youssef,amazon,1,9,,0,"Reverse image search powered by Amazon Lens and eBay image search. Upload a photo to find similar products with prices, ratings, brands, and listing links"
The Ultimate Property Scraper,Inus Grobler,https://apify.com/thescrapelab/the-ultimate-property-scraper?fpr=youssef,other-ecommerce,1,9,,0,"Export cleaned property listing records from The Scrape Lab's maintained real estate inventory. Filter by country, website, market, area, price, size, and history"
MercadoLibre Scraper | Products Prices LatAm,kane liu,https://apify.com/lentic_clockss/mercadolibre-scraper?fpr=youssef,global-marketplaces,1,8,,0,"Scrape MercadoLibre and Mercado Livre across Latin America - ofertas, categories, search & products. Extract item IDs, titles, prices & permalinks from AR/MX/BR and more. Export Excel/CSV/JSON. Unofficial - not affiliated with MercadoLibre"
Gumroad Review Scraper,Muhammet Akkurt,https://apify.com/muhammetakkurtt/gumroad-review-scraper?fpr=youssef,reviews,1,8,,0,"Collect reviews from Gumroad products efficiently. Scrapes detailed review data including ratings, review text, and seller responses. Perfect for market research and product analysis. Supports bulk collection from multiple products and integrates with Gumroad Scraper for automated collection"
Wallapop Scraper,Gen First,https://apify.com/ivanvs/wallapop-scraper?fpr=youssef,global-marketplaces,1,8,,0,"Scrape structured data from Wallapop listings - items, vehicles, and services. Get clean, ready-to-use data in JSON, XML, Excel, and more"
Árukereső & ÁrGép scraper,Gergő Gyulai,https://apify.com/zinc_grill/arukereso-argep-scraper?fpr=youssef,us-retailers,1,8,,0,"Scrape product prices and seller offers from Hungary's two largest price comparison sites ÁrGép (argep.hu) and Árukereső (arukereso.hu). Extract the lowest price, seller name, shipping costs, and all competing offers for any product. Powered by Camoufox for reliable anti-detection"
Mobile.de Scraper,SilentFlow,https://apify.com/silentflow/mobile-de-scraper?fpr=youssef,other-ecommerce,1,8,5,1,"Scrape vehicle listings from Mobile.de, Germany's largest car marketplace. Get make, model, price, mileage, registration, power, fuel, transmission, equipment and photos, plus the dealer name, phone, address and exact GPS on every listing. Search by URL or filters and export to JSON, CSV or Excel"
REMA 1000 Scraper - Danish Grocery Products & Prices,Black Falcon Data,https://apify.com/blackfalcondata/rema1000-scraper?fpr=youssef,price-comparison,1,7,,0,"Scrape rema1000.dk - Denmark's largest discount-grocery chain with 3900 SKUs. Search products by ingredient, monitor tilbud price changes and track weekly basket costs over time. Built for grocery planning, price alerts and retail price monitoring"
Chairish Scraper,SASWAVE,https://apify.com/saswave/chairish-scraper?fpr=youssef,other-ecommerce,1,7,,0,"Extract products, listings, and seller data from Chairish using a single scraper that supports product pages, search/collection pages, and store pages. Designed for market research, price tracking, catalog building, and competitive intelligence on the Chairish marketplace"
Amazon Best Sellers Scraper,PowerAI,https://apify.com/powerai/amazon-best-seller-scraper?fpr=youssef,amazon,1,7,,0,Powerful Amazon best sellers scraper that automatically extracts top sellers with comprehensive metadata. Includes multiple country support and detailed ranking information with automatic rate limit handling
"Quince.com Product Scraper - Prices, Discounts, Reviews & More",Techforce Global,https://apify.com/techforce.global/quince-scraper?fpr=youssef,reviews,1,7,5,3,"Search products and walk away with selling prices, retail prices, discounts, hero images, and the latest customer reviews for every product, ready to drop into your spreadsheet, dashboard, or BI tool. The Quince.com Product Scraper turns catalog into clean, structured product data in minutes"
Ebay Product Shipping Rates,Pinto Studio,https://apify.com/pintostudio/ebay-product-shipping-rates?fpr=youssef,ebay-etsy,1,7,,0,"The eBay Product Shipping Rates Actor is a web scraping tool deployed on the Apify platform that extracts shipping information, payment methods, return policies, and product details from eBay product listings"
Google Maps Reviews Scraper + Reputation Intelligence,Ryan Clinton,https://apify.com/ryanclinton/google-maps-reviews-scraper?fpr=youssef,reviews,1,7,,0,"Scrapes Google Maps reviews from a business name, postcode, or place URL. Returns the complete review set with a coverage audit (claimed vs collected), sentiment, complaint themes, rating trajectory, response health, and a ranked reputation attention queue"
Poshmark Scraper,scrape anything,https://apify.com/gauzy_penguin/poshmark-scraper?fpr=youssef,global-marketplaces,1,6,5.0,4,"Scrapes product listings from Poshmark results. Supports Category search, pagination, and rate-limit handling. Designed for stable, production-scale scraping"
Kayak Car Rentals Scraper - Cheap,Storm_Scraper,https://apify.com/scrapestorm/kayak-car-rentals-scraper---cheap?fpr=youssef,price-comparison,1,6,5,1,Easily collect Kayak car rental listings by providing one or multiple Kayak car search URLs Extract useful insights such as Car Brand Car Class Price per Day Total Price Rental Provider Booking URL and more Perfect for travel price comparison & mobility data analysis
JD.com Product Scraper - Bulk SKU & URL Details,Bakos Bence,https://apify.com/bakos_bence/jd-com-products?fpr=youssef,global-marketplaces,1,6,,0,"Scrape JD.com product pages by SKU or URL - titles, prices when exposed, images, shop metadata. Unofficial - not affiliated with JD.com"
Weekday Product Scraper,EasyApi,https://apify.com/easyapi/weekday-product-scraper?fpr=youssef,shopify-stores,1,6,5,1,"A powerful scraper for extracting product data from Weekday's online store. Fetch detailed product information including prices, variants, images, and availability across different categories with advanced pagination handling and proxy support"
Microsoft Xbox Game Store Scraper,Fatih Tahta,https://apify.com/fatihtahta/microsoft-xbox-game-store-scraper?fpr=youssef,reviews,1,6,,0,"Scrape the Microsoft Xbox Store into clean, structured product data. Get games, add-ons, bundles and editions with pricing, ratings, genres, compatibility, subscription inclusion, descriptions, media and publisher contact details. Great for market analysis, pricing research and regional tracking"
AutoScout24 Scraper,SilentFlow,https://apify.com/silentflow/autoscout24-scraper?fpr=youssef,other-ecommerce,1,6,,0,"Extract used and new vehicle listings from autoscout24.com across Europe with prices, mileage, specs, full descriptions, dealer info, and high-res images. Proxies included"
eMag Product & Offers Scraper,Scraping Crew,https://apify.com/scraping_crew/emag-product-and-offers?fpr=youssef,other-ecommerce,1,6,,0,"Extract structured product and pricing data from eMag - the largest online marketplace in Bulgaria, Romania, and Hungary. Supports category pages, brand filters, and multi-seller offer comparison"
Flipkart Price Tracker,TrueFetch,https://apify.com/truefetch/flipkart-price-tracker?fpr=youssef,price-comparison,1,5,5,1,"A flipkart price tracker api that searches the India marketplace and returns 55-field INR price, discount, availability, rating, seller, image, rank, and source records through three inputs"
Whiskyfass.de Whisky Scraper,ScrapySpider,https://apify.com/scrapyspider/whiskyfass-data-scraper?fpr=youssef,other-ecommerce,1,5,,0,"Scrapes 40+ fields per whisky product from whiskyfass.de - Germany's leading whisky retailer. Extracts pricing, ABV, age, cask type, tasting notes, distillery, region, and availability. Fast HTTP crawler, no login required"
Otodom Scraper,Gen First,https://apify.com/ivanvs/otodom-scraper?fpr=youssef,other-ecommerce,1,5,,0,"Extract data from otodom.pl for data on thousands of apartments and house listings. Scrape house location, extract descriptions, images, prices, contact number, addresses, names, and all other listing details. Unlimited and extremely fast!"
Pricing Detector,Etan gentil,https://apify.com/brave_zygantrum/pricing-radar?fpr=youssef,other-ecommerce,1,4,5,1,Detect SaaS Pricing Pages & Extract Prices without LLM
eBay Seller Leads API,AgentX,https://apify.com/agentx/ebay-seller-leads-api?fpr=youssef,ebay-etsy,1,4,4,1,"eBay seller lookup for one /usr/, /str/ or feedback URL across eight marketplaces, returning a 40-field seller record with membership, Top Rated status, 1/6/12-month feedback counts, four detailed ratings with the number of ratings behind each, Store categories, sales and followers"
Autohome API,TrueFetch,https://apify.com/truefetch/autohome-api?fpr=youssef,other-ecommerce,1,4,5,1,"Autohome API for public Mainland China vehicle series and specification search by keyword. Return 37 normalized catalog fields for models, guide prices, manufacturers, images, and source URLs"
Copart Intelligence,Alexei Pannicov,https://apify.com/gallant_illustration/auction-intelligence?fpr=youssef,other-ecommerce,1,4,,0,"Real-time Copart auction monitor. Filter by make, model, year, damage type, yard, sale date, fuel/drive/body, source (repos/theft recovery). New & updated lots streamed to your webhook or Apify Dataset. Pay-per-lot"
AliExpress Products Scraper - Low-cost,Prime Scrape,https://apify.com/delectable_incubator/aliexpress-products-scraper---low-cost?fpr=youssef,chinese-marketplaces,1,4,5,1,"Scrape AliExpress product data easily with a powerful e-commerce scraper. Extract product titles, prices, discounts, ratings, sales volume, promotions, shipping details, images, and URLs. Ideal for price monitoring, dropshipping research, and large-scale product analysis"
ASC Global MRO Parts Scraper,ParseForge,https://apify.com/parseforge/asc-global-mro-scraper?fpr=youssef,other-ecommerce,1,4,5,1,"Scrapes MRO parts from ASC Global by keyword or part number. Returns provider, inventory, and pricing details in a flat row"
PriceCharting Collection Scraper,Elena Vance,https://apify.com/incognito_mode/pricecharting-collection-scraper?fpr=youssef,other-ecommerce,1,4,,0,"Scrape an entire PriceCharting collection/console page (e.g. a full Pokemon set or game console) in one record: the collection's historical value and median-price time series, plus every product in the set with its name, ID, image and listed prices. Failed lookups are never billed"
AUTODOC Listings Scraper,FalconScrape,https://apify.com/piotrv1001/autodoc-listings-scraper?fpr=youssef,price-comparison,1,4,,0,"The AUTODOC Listings Scraper extracts car parts and tyres from AUTODOC, capturing titles, brands, article numbers, EANs, prices, discounts, stock status, ratings and the complete technical specs - ideal for price monitoring, catalogue enrichment and automotive market research"
IndiaMART Listings Scraper,FalconScrape,https://apify.com/piotrv1001/indiamart-listings-scraper?fpr=youssef,reviews,1,4,,0,"The IndiaMART Listings Scraper extracts product listings and enriched detail records from IndiaMART category, city, and search pages, capturing names, prices, images, full spec tables, supplier GST/IEC verification, ratings, and exports-to countries - ideal for B2B sourcing and pricing analysis"
Messe Düsseldorf Exhibitor Scraper - Cheap Billig,Storm_Scraper,https://apify.com/scrapestorm/messe-dusseldorf-exhibitor-scraper---cheap-billig?fpr=youssef,other-ecommerce,1,4,,0,"Scrape Exhibitors at Scale - Messe Düsseldorf Enter a Messe Düsseldorf exhibitor URL to collect exhibitor data at scale, including company name, hall & booth location, events & floorplan links Perfect for trade fair research, B2B lead generation, sales prospecting & event intelligence"
Netshoes Scraper (BR sportswear),Gio,https://apify.com/gio21/netshoes-scraper?fpr=youssef,reviews,1,4,,0,"Scrape Netshoes.com.br product listings. Title, brand, price, rating, images - parsed from JSON-LD for reliability. BR sportswear & athleisure marketplace. Pay per product"
PChome 爬蟲｜商品、價格、庫存、評分一鍵匯出（免 API）,Chad,https://apify.com/claude_code_reviewer/pchome-scraper?fpr=youssef,other-ecommerce,1,3,5,2,免登入、免 token 抓 PChome 24h 商品：關鍵字搜尋列表與商品詳情，含標題、價格、原價、庫存、評分與圖片，輸出 JSON／CSV／Excel。支援批量關鍵字與商品 ID／網址，電商比價、選品、庫存監控必備。
Myntra Price Tracker,TrueFetch,https://apify.com/truefetch/myntra-price-tracker?fpr=youssef,price-comparison,1,3,,0,"A myntra price tracker api that searches India fashion listings and returns 55-field INR price, discount, brand, availability, rating, image, rank, and source records through three inputs"
Macys Reviews Scraper,Pinto Studio,https://apify.com/pintostudio/macys-reviews-scraper?fpr=youssef,us-retailers,1,3,,0,This API retrieves data from macys product Reviews
Rakuten Product Scraper,AgentX,https://apify.com/agentx/rakuten-product-scraper?fpr=youssef,global-marketplaces,1,3,4,1,"A rakuten product scraper that searches Japan marketplace results and returns 55-field JPY price, promotion, shop, shipping, rating, image, rank, and source records through three required inputs"
"OLX Motoryzacja Polska: Samochody, Filtry, Monitoring",FlareWOW,https://apify.com/liveclaude/olx-motoryzacja-pl?fpr=youssef,global-marketplaces,1,3,5,1,"Scraper OLX.pl dla motoryzacji: samochody osobowe, motocykle, ciężarowe, dostawcze, części. Multi-brand i multi-model. Pełne filtry (marka, rocznik, przebieg, paliwo, skrzynia, cena, miasto z promieniem). Monitoring nowych okazji dla autokomisów. Od Klevio, polski specjalista e-commerce"
Wholesale Trends Product Finder,Stellaboost,https://apify.com/stellaboost/wholesale-trends-product-finder?fpr=youssef,ads-and-trends,1,3,,0,"Find winning wholesale products on Faire.com automatically. Scores products 0-100 using review velocity, restock signals, and satisfaction ratio. Scan entire categories or specific product URLs. B2B product research made data-driven"
Árukereső Product Scraper - HU Offers & Price History,Bakos Bence,https://apify.com/bakos_bence/arukereso-products?fpr=youssef,price-comparison,1,3,,0,"Scrape Árukereső.hu products with every selling shop, HUF prices, delivery, specs, ratings, and price-history charts. Fast HTTP scrape - no browser"
Gumroad Products in a List Scraper,Nifty,https://apify.com/nifty.codes/gumroad-products-scraper?fpr=youssef,reviews,1,3,,0,"Extract Gumroad products from search results, discover pages, and seller profiles with pricing and ratings. Powered by Gumroad Scraper"
Acmetools Category Scraper,Agenscrape,https://apify.com/agenscrape/acmetools-category-scraper?fpr=youssef,price-comparison,1,3,,0,"Extract complete product data from AcmeTools.com category pages. Get prices, SKUs, brands, availability, delivery dates & images in structured JSON/CSV. Fast, reliable scraping with automatic retries. Perfect for price monitoring, inventory tracking & market research"
eBay Sold Listings Scraper - Sold Prices & Sales Comps,Hasnain Nisar,https://apify.com/convertfleetdotonline/ebay-sold-listings-search?fpr=youssef,ebay-etsy,1,3,,0,"Search eBay sold & completed listings and extract real, confirmed sale prices instead of asking prices. Works on 8 eBay marketplaces, supports sold-date range, condition, price and buying-format filters. Export title, sold price, sold date, seller, shipping and more as JSON/CSV/Excel"
Ocado Products Scraper - Cheap,Storm_Scraper,https://apify.com/scrapestorm/ocado-products-scraper---cheap?fpr=youssef,price-comparison,1,3,5,1,Easily collect Ocado products by providing one or multiple Ocado search or category URLs Extract product insights such as Product ID Name Price Price per Unit Size Rating Product Image URL & more Perfect for grocery price monitoring & e-commerce product research
"eBay Scraper - Active Listings, Total Price & Item Specifics",WebData Labs,https://apify.com/webdata_labs/ebay-listings-scraper?fpr=youssef,ebay-etsy,1,3,,0,"[ ] Scrape eBay search results at scale: title, price, shipping, total price paid, condition, item aspects, bids, location, seller and image. 5 markets, condition and price filters, no start fee. Clean rows, no empty carousel tiles"
TikTok Ads Checker,M3Web,https://apify.com/m3web/tiktok-ads-checker?fpr=youssef,other-ecommerce,1,3,,0,"Free tool that checks if a company runs TikTok ads in Europe (EEA/UK/CH/TR). Give it legal company names, get ad counts, top ads & reach data back. Great for lead gen, prospecting, and competitor research. Pairs perfectly with Google Ads Checker"
Jalan.net Japan Hotel & Ryokan Scraper,Piquno,https://apify.com/piquno/jalan-japan-hotel-scraper?fpr=youssef,reviews,1,3,,0,"Scrape hotel and ryokan data from Jalan.net - Japan's largest domestic booking platform. Extract prices, ratings, amenities, and availability for any region in Japan"
App Reviews Scraper (Google Play & App Store),Magpie,https://apify.com/native_emblem/app-reviews-scraper?fpr=youssef,reviews,1,3,,0,"Scrape app reviews & metadata from Google Play and the Apple App Store in one run. Proxyless, fast, clean JSON - ratings, review text, dates, versions, developer replies"
露天拍賣爬蟲｜商品、價格、二手行情、銷量一鍵匯出（免 API）,Chad,https://apify.com/claude_code_reviewer/ruten-scraper?fpr=youssef,other-ecommerce,1,2,,0,免登入抓露天拍賣商品：關鍵字搜尋列表與商品詳情，含價格範圍、庫存、銷售數與賣家 ID，輸出 JSON／CSV／Excel。二手行情追蹤、賣家分析、選品必備。
Avito.ru Scraper - бюджетный Low-cost,Prime Scrape,https://apify.com/delectable_incubator/avito-ru-scraper---byudzhetnyy-low-cost?fpr=youssef,global-marketplaces,1,2,5,1,"Scrape Avito.ru product listings easily with a powerful marketplace scraper. Extract titles, prices, currencies, locations, seller details, availability, promotions, images, and URLs. Ideal for price monitoring, product research, competitor analysis, and market intelligence"
Dasoertliche.de Scraper - Billig Cheap,Storm_Scraper,https://apify.com/scrapestorm/dasoertliche-de-scraper---billig-cheap?fpr=youssef,other-ecommerce,1,2,5,1,"Looking to collect business listings from dasoertliche.de ? With this Scraper you can extract directory data from Das Örtliche, including business name, category, address, city, phone number, ZIP code, listing URL & more Perfect for B2B lead generation & business directory datasets"
AutoTrader Vehicle Search,AgentX,https://apify.com/agentx/autotrader-vehicle-search?fpr=youssef,other-ecommerce,1,2,4,1,"Autotrader scraper for United States vehicle inventory by keyword and optional ZIP. Return 37 normalized fields for titles, prices, vehicle details, locations, and source URLs with Autotrader US routing fixed"
Bol Product Scraper,AgentX,https://apify.com/agentx/bol-product-scraper?fpr=youssef,global-marketplaces,1,2,4,1,"A bol.com product scraper that searches Netherlands and Belgium results and returns 55-field EUR price, discount, rating, seller, image, rank, and source records through three required inputs"
Artsy Search Scraper,PowerAI,https://apify.com/powerai/artsy-search-scraper?fpr=youssef,other-ecommerce,1,2,,0,Search and discover artworks on Artsy.net with automatic pagination and comprehensive data extraction
Pinterest Video Downloader,AgentX,https://apify.com/agentx/pinterest-video-downloader?fpr=youssef,other-ecommerce,1,2,4,1,Process one publicly accessible Pinterest Pin containing video for structured metadata and an optional stored video file
"Target Product Scraper - prices, stock and ratings",Black Falcon Data,https://apify.com/blackfalcondata/target-scraper?fpr=youssef,us-retailers,1,2,,0,"Scrape Target product listings by keyword and get one structured row per product. Every record carries pricing, stock status and ratings. Load the result straight into a spreadsheet or a database without any cleanup work first"
Kelley Blue Book Vehicles Scraper - Cheap,Storm_Scraper,https://apify.com/scrapestorm/kelley-blue-book-vehicles-scraper-cheap?fpr=youssef,price-comparison,1,2,,0,Easily collect vehicles by providing one or multiple Kelley Blue Book brand or URLs Extract valuable vehicle insights such as Vehicle Model Body Style Starting Price Consumer Rating Image Listing URL & more Perfect for automotive price monitoring & vehicle research
CGC Cards Population Scraper - Census / Grade Data,lulz bot,https://apify.com/lulzasaur/cgc-card-pop-scraper?fpr=youssef,other-ecommerce,1,2,,0,"Scrape the CGC Cards Population Report: how many trading cards are graded at each CGC grade. Look up any sport, TCG, set or card and get per-card grade breakdowns (Perfect/Pristine/Gem Mint 10 down to 1, plus Authentic) with total population, gem rate, year, card number and variety"
Herold.at Company Scraper - Billig Cheap,Storm_Scraper,https://apify.com/scrapestorm/herold-at-company-scraper---billig-cheap?fpr=youssef,reviews,1,2,5,1,"Looking to collect business listings from Herold.at? With this Scraper you can extract company information directly from Herold Gelbe Seiten search pages, including company name, industry, ratings, address, phone number, website, email & more Perfect for lead generation & B2B datasets"
"eBay Product Scraper - Prices, Ratings & Listings",kane liu,https://apify.com/lentic_clockss/ecommerce-scraper?fpr=youssef,ebay-etsy,1,2,,0,"Scrape eBay product listings in one run. Get titles, prices, conditions, ratings, images, and shipping details for marketplace pricing and product research"
eBay Price Tracker,TrueFetch,https://apify.com/truefetch/ebay-price-tracker?fpr=youssef,ebay-etsy,1,2,4,1,"An ebay price tracker api that searches country-specific active listings and returns 55-field asking price, condition, shipping, seller, image, rank, and source records through three inputs"
Avito Seller Profile Scraper,FalconScrape,https://apify.com/piotrv1001/avito-seller-profile-scraper?fpr=youssef,global-marketplaces,1,2,,0,"The Avito Seller Profile Scraper extracts seller profiles from Avito.ru, capturing ratings, buyer reviews, active listings with prices, address, work schedule, badges and the phone number when public - ideal for supplier checks, lead generation and competitor monitoring"
iPROS Scraper | Japan B2B Products & Companies,kane liu,https://apify.com/lentic_clockss/ipros-scraper?fpr=youssef,other-ecommerce,1,2,,0,"Scrape iPROS (www.ipros.com) Japan B2B products & companies in EN/JA. Search by category, industry, prefecture. Extract productId, companyId, titles, images, official sites. Export Excel/CSV/JSON. Unofficial - not affiliated with iPROS"
Bidsquare Auction House Lot Listings Scraper,BowTiedRaccoon,https://apify.com/jungle_synthesizer/bidsquare-auction-house-lot-listings-scraper?fpr=youssef,other-ecommerce,1,2,,0,"Scrapes live, upcoming, and closed auction lots from Bidsquare, covering roughly 250 member auction houses. Each record includes lot descriptions, category, estimate range, bidding status, and hammer price for closed lots"
Hungary Vehicle Auctions - MBVK NAV MNV,Bakos Bence,https://apify.com/bakos_bence/hu-vehicle-auctions?fpr=youssef,other-ecommerce,1,2,,0,"Scrape public Hungarian government vehicle auctions from MBVK, NAV and MNV - HUF estimates, VINs when public. Unofficial - not affiliated with the agencies"
BigGo Price Scraper - Taiwan Product Comparison,Bakos Bence,https://apify.com/bakos_bence/biggo-prices?fpr=youssef,other-ecommerce,1,2,,0,"Search BigGo Taiwan prices by product name. Each row is a name, a TWD price, and the comparison page. No login. Export JSON or CSV via the Apify API"
LEGO.com Set Catalog,Bakos Bence,https://apify.com/bakos_bence/lego-products?fpr=youssef,other-ecommerce,1,2,,0,"Scrape LEGO.com theme, category, and product pages - set numbers, titles, prices with currency, and product URLs. Export JSON or CSV via Apify. Unofficial - not affiliated with or endorsed by the LEGO Group"
"Kaufland Seller Contact Scraper - Emails, Phone, VAT",Muhamed Didovic,https://apify.com/memo23/kaufland-sellers-scraper?fpr=youssef,global-marketplaces,1,2,,0,"Turn any Kaufland.de search, product or shop URL into a lead list of the third-party sellers behind the products - with legal business name, address, VAT, phone and email from the published impressum. Every offer, not just the buy-box. Pure HTTP. Opt-in email enrichment. JSON/CSV"
ePrice HK Phone Scraper - Hong Kong Handset Prices,Bakos Bence,https://apify.com/bakos_bence/eprice-hk-phones?fpr=youssef,other-ecommerce,1,2,,0,Search ePrice Hong Kong public phone pages for model names and listed HKD prices. No login. Unofficial; not affiliated with ePrice
Facebook Marketplace Listings Scraper,Bakos Bence,https://apify.com/bakos_bence/facebook-marketplace-hu-re?fpr=youssef,global-marketplaces,1,2,,0,"Scrape Facebook Marketplace listings worldwide without login. Export prices with currency, titles, cities, images, and listing URLs. Seller PII never written. Prefers Residential proxy in the target country. Unofficial - not affiliated with Meta or Facebook"
Das WeltAuto HU Used Cars,Bakos Bence,https://apify.com/bakos_bence/dasweltauto?fpr=youssef,other-ecommerce,1,2,,0,"Scrape Das WeltAuto Hungary VW-network used cars - HUF prices, year, mileage, dealer city. Unofficial - not affiliated with Volkswagen or Das WeltAuto"
SOGI Phone Scraper - Taiwan Handset Prices,Bakos Bence,https://apify.com/bakos_bence/sogi-phones?fpr=youssef,other-ecommerce,1,2,,0,Search SOGI (手機王) public phone pages for model names and listed TWD prices. No login. Unofficial; not affiliated with SOGI
Just Eat Restaurants - Area Listings & Delivery,Bakos Bence,https://apify.com/bakos_bence/justeat-restaurants?fpr=youssef,reviews,1,2,,0,"Scrape Just Eat restaurant listings from area URLs - name, cuisines, ratings, delivery ETA, fees, address, deals, and public business contact when shown on the listing"
Gumtree UK Classified Listings,Bakos Bence,https://apify.com/bakos_bence/gumtree-listings?fpr=youssef,global-marketplaces,1,2,,0,"Scrape Gumtree UK (and AU/NZ/ZA) classified listings from search URLs - title, price with currency, location, and listing URL. Unofficial - not affiliated with Gumtree"
Vatera.hu Marketplace Listings,Bakos Bence,https://apify.com/bakos_bence/vatera?fpr=youssef,other-ecommerce,1,2,,0,"Scrape Vatera.hu marketplace listings by category - HUF prices, titles, listing URLs. Unofficial - not affiliated with Vatera"
JóAutók.hu Used Car Listings,Bakos Bence,https://apify.com/bakos_bence/joautok?fpr=youssef,other-ecommerce,1,2,,0,"Scrape JóAutók.hu dealer used-car listings - HUF prices, year, mileage, make/model, dealer city. Unofficial - not affiliated with JóAutók"
Depop Fashion Listings Scraper,Bakos Bence,https://apify.com/bakos_bence/depop-listings?fpr=youssef,global-marketplaces,1,2,,0,"Scrape Depop public listings by search or category - brand, price with currency, sizes, condition, and images. Seller identity never included. Unofficial; not affiliated with Depop"
ePrice Phone Scraper - Taiwan Handset Prices,Bakos Bence,https://apify.com/bakos_bence/eprice-phones?fpr=youssef,other-ecommerce,1,2,,0,"Search ePrice for Taiwan phone models. Each row is the model name, page, and listed TWD price. No login. Export JSON or CSV via the Apify API for shops"
"FoodHero Scraper - Grocery Deals, Prices & Stores",Abot API,https://apify.com/abotapi/foodhero-surplus-grocery-scraper?fpr=youssef,other-ecommerce,1,2,,0,"Scrape FoodHero surplus grocery deals across Canada by area, store or offer ID. Extract products, brands, regular and discounted prices, savings, portions left, best-before dates and CO2 savings, plus store names, chains, addresses, coordinates and types"
BrickOwl Parts & Sets,Bakos Bence,https://apify.com/bakos_bence/brickowl-catalog?fpr=youssef,other-ecommerce,1,2,,0,"Scrape BrickOwl LEGO part and set catalog pages - titles, SKUs, MPN, prices with currency. Search by part number or browse catalog URLs"
H&M Products - Search Prices,Bakos Bence,https://apify.com/bakos_bence/hm-products?fpr=youssef,other-ecommerce,1,2,,0,"Scrape H&M public product search - titles, prices with currency, images, SKUs, and product URLs across country storefronts"
Kleinanzeigen Scraper: Germany Classifieds Listings,Adrian Voss,https://apify.com/accountable_eel/kleinanzeigen-listing-lookup?fpr=youssef,global-marketplaces,1,2,,0,"Look up any Kleinanzeigen.de listing: title, price, location, description, and the full category-specific details list (mileage, brand, condition, and more). Pay only for listings that resolve. No charge on removed or invalid listing URLs"
Shopify Products Scraper - Full Catalog & Shards,Bakos Bence,https://apify.com/bakos_bence/shopify-products-scraper?fpr=youssef,shopify-stores,1,2,,0,"Extract every public product from Shopify stores - titles, vendors, prices with currency, variants, stock, and images. Collection sharding past the 25k catalog cap. Multi-store runs, optional localization cookies, JSON/CSV export"
